session_id,layout_id,layout_repeat,layout,seed,seat,agent,model_id,strategy_id,strategy_label,prompt_sha256,factorial_block_id,profit,ruin,win_rate,total_hands,hands_survived,session_completed,early_exit_rate,showdown_frequency
16,16,0,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct,1931358882,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
16,16,0,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct,1931358882,1,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,2000.0,0,1.0,1,1.0,1,0.0,0.0
16,16,0,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct,1931358882,2,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,-1000.0,0,0.0,1,1.0,1,0.0,0.0
16,16,0,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct,1931358882,3,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-1000.0,0,0.0,1,1.0,1,0.0,0.0
17,17,1,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct,1317804718,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,-500.0,0,0.0,1,1.0,1,0.0,0.0
17,17,1,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct,1317804718,1,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
17,17,1,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct,1317804718,2,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,1000.0,0,1.0,1,1.0,1,0.0,0.0
17,17,1,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > google/gemma-2-2b-it > microsoft/phi-4-mini-instruct,1317804718,3,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-500.0,0,0.0,1,1.0,1,0.0,0.0
18,18,0,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it,973559028,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
18,18,0,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it,973559028,1,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-2000.0,0,0.0,1,1.0,1,0.0,0.0
18,18,0,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it,973559028,2,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-2000.0,0,0.0,1,1.0,1,0.0,0.0
18,18,0,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it,973559028,3,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,4000.0,0,1.0,1,1.0,1,0.0,0.0
19,19,1,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it,187227534,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,-800.0,0,0.0,1,1.0,1,0.0,0.0
19,19,1,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it,187227534,1,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,1600.0,0,1.0,1,1.0,1,0.0,0.0
19,19,1,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it,187227534,2,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-800.0,0,0.0,1,1.0,1,0.0,0.0
19,19,1,ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it,187227534,3,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
20,20,0,ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct,778711092,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,-400.0,0,0.0,1,1.0,1,0.0,0.0
20,20,0,ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct,778711092,1,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
20,20,0,ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct,778711092,2,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,800.0,0,1.0,1,1.0,1,0.0,0.0
20,20,0,ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct,778711092,3,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-400.0,0,0.0,1,1.0,1,0.0,0.0
21,21,1,ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct,1022285184,0,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
21,21,1,ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct,1022285184,1,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
21,21,1,ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct,1022285184,2,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,1200.0,0,1.0,1,1.0,1,0.0,0.0
21,21,1,ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct > google/gemma-2-2b-it > meta/llama-3.2-1b-instruct,1022285184,3,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
